Customer ID,Recency,Frequency,Monetary,distinct_products,tenure_days,avg_order_value,purchase_interval_std,is_uk,churned,cluster
12405,29,1,1509.99,54,29,1509.99,0.0,0,1,3
12406,64,4,4474.79,81,577,1118.6975,61.07645481962205,0,0,2
12407,14,4,1365.85,50,144,341.4625,30.74627348693388,0,0,3
12408,56,6,2850.99,86,378,475.165,46.11615768903562,0,0,2
12409,63,5,18407.38,165,445,3681.476,103.23234312300902,0,0,1
12410,189,3,863.41,36,382,287.80333333333334,136.47160876900367,0,1,2
12411,290,1,346.9,22,290,346.9,0.0,0,1,0
12412,18,5,2233.34,74,419,446.668,90.76342875850384,0,0,3
12413,116,3,755.0,37,282,251.66666666666663,24.748737341529164,0,0,2
12414,97,6,622.11,21,344,103.685,67.50555532695068,0,1,2
12415,24,19,84409.86,398,408,4442.624210526315,19.70335560817553,0,0,1
12416,537,1,202.56,11,537,202.56,0.0,0,1,0
12417,7,17,5273.14,225,614,310.18470588235294,21.45994330529945,0,0,1
12418,294,3,1352.62,61,510,450.8733333333333,77.07463914933368,0,0,2
12419,266,2,450.81,23,294,225.405,0.0,0,1,0
12421,53,4,621.11,35,385,155.2775,30.171730698343,0,0,3
12422,48,16,3713.56,129,602,232.0975,41.53392187919011,0,0,1
12423,72,8,2203.92,113,346,275.49,24.63640357179556,0,0,2
12424,43,4,3340.03,78,428,835.0075,130.0320473319302,0,1,2
12425,328,1,964.21,55,328,964.21,0.0,0,0,0
12426,75,2,1318.81,73,543,659.405,0.0,0,1,3
12427,252,1,294.35,10,252,294.35,0.0,0,0,0
12428,38,7,5916.68,240,164,845.24,32.27176268298133,0,0,1
12429,53,7,5220.9400000000005,107,426,745.8485714285715,55.46169849544819,0,0,1
12431,17,22,8207.58,216,574,373.0718181818182,23.996428305657727,0,0,1
12432,50,3,3151.51,75,52,1050.503333333333,0.7071067811865476,0,0,2
12433,246,5,7205.39,163,357,1441.078,17.173137938847013,0,0,2
12434,140,2,583.54,34,261,291.77,0.0,0,0,0
12435,148,5,9369.43,81,617,1873.886,34.7754702819866,0,0,2
12437,58,30,10013.47,230,617,333.7823333333333,16.597450691540793,0,0,1
12438,20,1,814.92,49,20,814.92,0.0,0,0,3
12439,563,2,1142.88,69,606,571.44,0.0,0,1,2
12440,342,2,784.05,21,598,392.025,0.0,0,1,0
12441,247,1,170.5,11,247,170.5,0.0,0,1,0
12443,612,1,410.16,21,612,410.16,0.0,0,1,0
12444,2,2,2387.92,96,51,1193.96,0.0,0,0,3
12445,301,1,301.58000000000004,20,301,301.58000000000004,0.0,0,0,0
12447,123,1,476.34,26,123,476.34,0.0,0,1,0
12449,10,4,2389.63,80,319,597.4075,105.2156515606558,0,0,3
12450,36,5,688.2,31,354,137.64,98.55286229565668,0,1,3
12451,98,5,8904.18,259,409,1780.836,59.472682804797024,0,0,2
12453,14,1,707.09,43,14,707.09,0.0,0,1,3
12454,276,4,7447.19,9,301,1861.7975,10.785793124908958,0,0,2
12455,8,9,5420.95,181,602,602.3277777777778,53.23247531884487,0,0,1
12456,11,2,1989.85,77,135,994.925,0.0,0,0,3
12457,114,4,1512.58,37,315,378.145,112.02380699357316,0,0,2
12458,165,3,1151.76,58,368,383.92,57.982756057296896,0,0,2
12459,485,1,428.26,23,485,428.26,0.0,0,1,0
12460,336,1,326.55,18,336,326.55,0.0,0,1,0
12461,35,1,626.88,34,35,626.88,0.0,0,0,3
12462,183,1,683.81,40,183,683.81,0.0,0,0,0
12463,55,3,967.49,51,122,322.49666666666667,2.1213203435596424,0,0,3
12464,30,5,578.05,6,189,115.61,35.70714214271425,0,0,3
12465,49,1,440.84,26,49,440.84,0.0,0,0,3
12466,562,1,14.95,1,562,14.95,0.0,0,1,0
12467,303,1,132.8,9,303,132.8,0.0,0,1,0
12468,68,5,3597.54,127,563,719.508,62.70233913765366,0,1,2
12469,403,2,2629.9,76,417,1314.95,0.0,0,1,2
12470,570,1,210.95,23,570,210.95,0.0,0,1,0
12471,36,65,28806.83,205,613,443.182,11.546275081339791,0,0,1
12472,19,17,14386.58,367,606,846.2694117647059,20.55064881376417,0,0,1
12473,72,1,643.49,34,72,643.49,0.0,0,0,3
12474,18,25,8738.84,278,547,349.5536,17.039595831091667,0,0,1
12475,290,1,426.16,25,290,426.16,0.0,0,0,0
12476,21,18,10192.41,292,382,566.245,24.581197979708943,0,0,1
12477,119,5,11633.6,249,503,2326.7200000000003,26.209095113465224,0,0,2
12480,23,6,4078.46,146,387,679.7433333333333,34.58757002161326,0,0,1
12481,60,13,10276.0,213,487,790.4615384615385,44.962863464297854,0,0,1
12482,456,29,19332.66,42,534,666.643448275862,8.841041859646472,0,1,1
12483,64,16,3485.71,55,557,217.856875,32.40340957956357,0,0,1
12484,57,8,3870.49,223,561,483.81125,75.73575616513486,0,0,1
12485,409,1,708.1,34,409,708.1,0.0,0,1,0
12486,312,1,958.13,49,312,958.13,0.0,0,1,0
12487,611,1,285.29999999999995,2,611,285.29999999999995,0.0,0,1,0
12489,216,1,326.83,15,216,326.83,0.0,0,1,0
12490,19,15,6294.8,145,618,419.65333333333336,30.333313206932907,0,0,1
12492,283,1,439.8,22,283,439.8,0.0,0,0,0
12493,46,2,422.59,20,77,211.295,0.0,0,1,3
12494,42,7,1404.48,62,456,200.64,56.10941691611727,0,0,2
12495,521,1,307.3,17,521,307.3,0.0,0,1,0
12496,500,2,45.34,10,500,22.67,0.0,0,1,0
12497,281,2,4293.63,30,525,2146.815,0.0,0,0,2
12499,440,1,387.62,27,440,387.62,0.0,0,1,0
12500,49,13,2888.74,71,553,222.21076923076924,39.25518687982134,0,0,1
12501,217,1,2142.99,149,217,2142.99,0.0,0,1,2
12502,8,4,2371.57,81,190,592.8925,26.083200212652844,0,0,3
12503,464,1,245.35,2,464,245.35,0.0,0,1,0
12504,297,2,290.90000000000003,8,477,145.45000000000002,0.0,0,0,0
12505,289,1,872.9,42,289,872.9,0.0,0,1,0
12506,113,1,73.5,23,113,73.5,0.0,0,1,0
12507,14,4,1687.46,46,465,421.865,132.6386067478093,0,1,3
12509,164,1,173.45,7,164,173.45,0.0,0,1,0
12510,23,9,3457.63,94,615,384.1811111111112,74.26016043997905,0,1,1
12511,309,1,3077.02,190,309,3077.02,0.0,0,1,2
12514,147,2,1597.76,76,522,798.88,0.0,0,1,2
12515,233,1,323.55,16,233,323.55,0.0,0,1,0
12516,61,3,1870.96,42,479,623.6533333333333,57.982756057296896,0,0,2
12517,6,2,1506.2,173,70,753.1,0.0,0,0,3
12519,357,1,379.6,22,357,379.6,0.0,0,0,0
12520,22,4,2007.25,104,154,501.8125,26.50157228040128,0,0,3
12521,23,1,590.53,38,23,590.53,0.0,0,1,3
12523,15,17,3216.72,135,612,189.21882352941176,29.408615517678943,0,0,1
12524,42,15,9492.62,138,549,632.8413333333333,32.69405295923249,0,0,1
12525,378,3,958.48,56,527,319.49333333333334,22.62741699796952,0,1,2
12527,175,4,668.6700000000001,24,409,167.16750000000002,78.54510381515409,0,0,2
12528,30,3,1026.97,43,193,342.3233333333333,64.34671708797582,0,0,3
12529,408,1,316.48,21,408,316.48,0.0,0,1,0
12530,4,8,3150.44,85,522,393.805,37.06686365141217,0,0,1
12531,566,1,1780.53,110,566,1780.53,0.0,0,0,0
12533,508,2,1343.49,63,619,671.745,0.0,0,1,2
12534,11,1,1066.88,63,11,1066.88,0.0,0,1,3
12535,67,1,371.45,18,67,371.45,0.0,0,0,0
12537,289,1,657.79,43,289,657.79,0.0,0,1,0
12538,258,1,276.5,13,258,276.5,0.0,0,0,0
12539,142,6,10137.04,247,596,1689.506666666667,107.26742282724985,0,0,2
12540,18,25,15939.98,283,612,637.5992,16.0765830243597,0,0,1
12541,53,2,510.04,27,161,255.02,0.0,0,0,3
12542,364,2,481.88,39,520,240.94,0.0,0,1,0
12543,328,1,915.0,43,328,915.0,0.0,0,1,0
12545,140,1,589.0,34,140,589.0,0.0,0,0,0
12547,78,3,344.43,13,380,114.81,96.873629022557,0,1,3
12548,46,1,82.14999999999999,5,46,82.14999999999999,0.0,0,1,0
12549,456,6,1424.48,38,578,237.41333333333333,45.09434554353794,0,1,2
12551,238,1,168.0,10,238,168.0,0.0,0,1,0
12553,35,8,2844.84,93,303,355.605,16.44616035663615,0,0,1
12554,329,1,429.35,26,329,429.35,0.0,0,1,0
12555,562,1,14.95,1,562,14.95,0.0,0,1,0
12556,31,1,308.75,60,31,308.75,0.0,0,0,3
12557,38,7,10531.08,15,603,1504.44,48.25246107713056,0,0,1
12559,191,2,555.61,21,200,277.805,0.0,0,1,0
12560,23,1,1290.31,76,23,1290.31,0.0,0,0,3
12561,183,1,238.85,16,183,238.85,0.0,0,1,0
12562,7,5,2738.56,68,315,547.712,74.59390055493813,0,0,3
12563,289,1,236.19,13,289,236.19,0.0,0,1,0
12564,141,1,441.75,21,141,441.75,0.0,0,1,0
12565,169,1,145.92,9,169,145.92,0.0,0,1,0
12567,60,12,8149.1,263,547,679.0916666666667,39.52421582224797,0,0,1
12568,525,1,66.95,5,525,66.95,0.0,0,1,0
12569,3,10,1603.87,42,132,160.387,12.035826149920542,0,0,1
12570,562,1,14.95,1,562,14.95,0.0,0,1,0
12571,2,1,248.35,14,2,248.35,0.0,0,0,3
12573,107,5,717.41,107,345,143.482,66.10786640030065,0,1,2
12574,196,1,212.35,11,196,212.35,0.0,0,1,0
12575,337,2,613.67,34,407,306.835,0.0,0,1,0
12576,30,6,1437.64,86,406,239.60666666666668,10.92245393673052,0,0,3
12577,239,6,1186.39,195,616,197.73166666666663,140.7735770661526,0,0,2
12578,210,3,3148.53,109,324,1049.51,2.8284271247461903,0,0,2
12580,127,2,1037.65,52,457,518.8249999999999,0.0,0,1,2
12582,119,4,1880.2,88,458,470.05,56.12783029240782,0,1,2
12583,35,20,10092.53,113,614,504.6265,19.35917812764214,0,0,1
12584,7,4,731.44,27,160,182.86,42.548012096140674,0,0,3
12585,114,2,1966.94,77,231,983.47,0.0,0,1,2
12586,255,3,1858.73,76,603,619.5766666666667,189.50461735799476,0,0,2
12588,279,3,618.63,27,478,206.21,140.0071426749364,0,0,2
12589,25,7,3088.88,107,570,441.2685714285714,126.32919958056674,0,0,1
12590,91,2,9059.81,68,91,4529.905,0.0,0,1,2
12591,197,3,1232.55,63,289,410.85,38.89087296526012,0,1,2
12592,93,4,1655.44,40,399,413.86,176.09183210283584,0,0,2
12593,10,2,315.7,13,99,157.85,0.0,0,0,3
12594,1,13,4186.4400000000005,78,526,322.0338461538462,29.66887972678484,0,0,1
12595,385,1,295.97,19,385,295.97,0.0,0,1,0
12596,122,1,243.85,15,122,243.85,0.0,0,0,0
12597,63,2,1281.26,72,148,640.63,0.0,0,0,3
12598,42,7,3046.59,102,529,435.2271428571429,81.50991759698121,0,0,1
12599,7,12,2078.48,42,458,173.20666666666668,25.504010379831357,0,0,1
12600,26,18,3950.27,44,612,219.45944444444444,25.07239517876184,0,0,1
12601,70,6,636.96,24,285,106.16,21.74396467988301,0,1,2
12604,142,1,175.45,10,142,175.45,0.0,0,0,0
12605,256,4,1216.65,63,338,304.1625,15.620499351813308,0,1,2
12606,562,1,14.95,1,562,14.95,0.0,0,1,0
12608,285,1,415.79,16,285,415.79,0.0,1,1,0
12609,66,8,3045.69,117,599,380.71125,29.316824358654376,0,0,2
12610,6,1,888.55,54,6,888.55,0.0,0,0,3
12613,78,9,4774.64,173,605,530.5155555555556,46.809454173275725,0,0,1
12614,158,1,315.6,20,158,315.6,0.0,0,1,0
12615,48,5,4030.88,167,511,806.176,101.47741949156308,0,0,2
12616,177,2,661.2,26,269,330.6,0.0,0,0,0
12619,29,5,1401.56,31,440,280.312,139.3278507693275,0,0,3
12620,85,1,561.66,33,85,561.66,0.0,0,0,0
12621,27,28,18224.58,250,549,650.8778571428572,15.156449080109388,0,0,1
12622,112,1,177.05,11,112,177.05,0.0,0,1,0
12623,156,7,3674.64,112,577,524.9485714285714,36.45636661362,0,1,2
12624,58,1,293.84000000000003,19,58,293.84000000000003,0.0,0,0,3
12625,92,4,5074.53,144,477,1268.6325,54.04936015655813,0,1,2
12626,7,5,4234.49,158,207,846.8979999999999,69.95891651533778,0,0,1
12627,10,2,1187.88,63,20,593.94,0.0,0,0,3
12629,266,2,1324.77,40,303,662.385,0.0,0,1,2
12631,336,5,2841.07,105,573,568.214,43.41274774379833,0,0,2
12632,401,2,789.63,32,445,394.815,0.0,0,1,0
12633,10,6,5303.17,213,406,883.8616666666667,29.168476134347504,0,0,1
12634,416,2,374.95,20,428,187.475,0.0,0,1,0
12635,35,3,1894.37,106,337,631.4566666666666,122.32947314527271,0,0,3
12636,619,1,14.95,1,619,14.95,0.0,0,1,0
12637,37,9,5227.96,239,423,580.8844444444444,35.377303054763395,0,0,1
12638,520,1,199.7,9,520,199.7,0.0,0,0,0
12639,119,3,1162.07,58,508,387.3566666666666,2.1213203435596424,0,1,2
12643,8,12,6787.05,14,491,565.5875,37.23512515696094,0,1,1
12644,10,4,1913.44,106,574,478.36,145.37193676910272,0,1,3
12645,100,6,2523.37,91,549,420.56166666666667,59.79548477937109,0,0,2
12647,6,33,15138.19,229,575,458.7330303030303,18.157021213702397,0,0,1
12648,35,4,1099.8,38,581,274.95,112.97344820797495,0,1,3
12649,92,6,2007.64,86,576,334.6066666666666,73.27141325237285,0,0,2
12651,215,4,377.75,30,345,94.4375,15.01110699893027,0,1,2
12652,211,2,995.68,51,314,497.84,0.0,0,1,2
12653,29,3,4160.83,76,407,1386.9433333333334,58.68986283848344,0,1,3
12654,78,3,331.65,19,175,110.55,68.58935777509511,0,0,3
12655,304,1,258.3,16,304,258.3,0.0,0,1,0
12656,84,5,3929.91,118,443,785.982,70.27742643741777,0,0,2
12661,316,1,162.0,11,316,162.0,0.0,0,1,0
12662,23,15,5052.2,132,498,336.81333333333333,16.537170918207927,0,0,1
12663,505,2,230.25,9,548,115.125,0.0,0,1,0
12664,24,5,2920.19,10,607,584.038,65.52035307190177,0,0,3
12665,205,3,304.45,13,549,101.48333333333332,112.42997820866104,0,1,0
12666,274,1,1244.42,31,274,1244.42,0.0,0,1,0
12668,139,9,10169.0,258,557,1129.888888888889,40.79128058088605,0,0,2
12669,31,3,1590.1799999999998,98,137,530.06,64.34671708797582,0,1,3
12670,80,4,1763.18,44,547,440.795,124.01209618420292,0,0,2
12671,486,1,2582.161,45,486,2582.161,0.0,0,1,2
12672,210,2,436.95,22,476,218.475,0.0,0,1,0
12673,207,2,831.25,52,282,415.625,0.0,0,0,2
12674,51,2,964.6,30,88,482.3,0.0,0,0,3
12675,434,2,916.1,111,458,458.05,0.0,0,1,0
12676,4,9,2244.2,58,363,249.35555555555555,35.564579088107955,0,0,1
12677,435,2,389.0,13,546,194.5,0.0,0,1,0
12678,30,16,21852.85,182,581,1365.803125,31.732062799695356,0,0,1
12679,86,2,888.08,43,164,444.04,0.0,0,0,3
12681,32,38,25506.15,424,606,671.2144736842106,11.458568793649526,0,0,1
12682,24,38,17469.54,272,619,459.7247368421053,11.658426948731927,0,0,1
12683,65,16,8100.71,189,606,506.294375,36.583889246237234,0,0,1
12684,51,4,1361.08,37,93,340.27,10.583005244258365,0,0,3
12686,252,1,86.09,7,252,86.09,0.0,0,1,0
12687,361,2,1873.86,126,361,936.93,0.0,0,1,2
12689,8,1,504.93,34,8,504.93,0.0,0,0,3
12690,86,1,379.86,16,86,379.86,0.0,0,1,0
12691,25,5,675.65,20,301,135.13,73.55043620990067,0,0,3
12692,517,1,110.95,13,517,110.95,0.0,0,1,0
12693,7,7,1654.22,63,402,236.31714285714287,13.231276078544605,0,1,3
12694,63,2,1391.83,62,301,695.915,0.0,0,0,3
12695,90,4,877.17,31,545,219.2925,143.61870815925528,0,0,2
12696,315,2,776.76,43,389,388.38,0.0,0,1,0
12697,11,2,633.71,27,49,316.855,0.0,0,0,3
12698,470,1,330.6,16,470,330.6,0.0,0,1,0
12699,298,1,621.91,41,298,621.91,0.0,0,1,0
12700,36,2,2115.5,110,95,1057.75,0.0,0,0,3
12701,122,5,1954.33,92,513,390.866,129.7638881456111,0,0,2
12703,513,3,707.73,44,565,235.91,33.94112549695428,0,0,2
12704,8,2,615.22,25,50,307.61,0.0,0,0,3
12705,38,9,8987.23,283,414,998.5811111111112,38.373865734749366,0,0,1
12707,172,1,603.42,33,172,603.42,0.0,0,1,0
12708,60,14,3944.44,110,602,281.7457142857143,13.929308705949518,0,0,1
12709,15,29,26158.13,177,610,902.0044827586208,16.19927981938292,0,0,1
12710,41,2,775.11,47,81,387.555,0.0,0,0,3
12711,492,2,1317.7,56,557,658.85,0.0,0,1,2
12712,27,18,5880.9800000000005,122,611,326.7211111111112,21.442467483121103,0,0,1
12714,60,10,11477.03,376,616,1147.703,22.37620263682925,0,0,1
12716,13,1,668.75,45,13,668.75,0.0,0,0,3
12717,31,3,1108.66,60,470,369.5533333333333,176.7766952966369,0,1,3
12720,5,20,5222.45,227,387,261.1225,17.559589439578296,0,0,1
12721,63,6,2996.01,146,352,499.335,20.33961651555899,0,0,2
12722,31,1,298.92,19,31,298.92,0.0,0,0,3
12724,53,5,1539.02,72,415,307.804,60.24948132556828,0,0,2
12725,251,4,1996.46,92,464,499.115,75.40778032360676,0,1,2
12726,65,9,2824.05,52,504,313.78333333333336,28.789569043566555,0,0,2
12727,67,8,4398.58,113,535,549.8225,51.39019732354004,0,0,2
12728,137,4,829.8,39,264,207.45,13.650396819628847,0,0,2
12730,402,1,803.9,47,402,803.9,0.0,0,1,0
12731,24,13,18040.45,114,528,1387.7269230769232,24.71841418861655,0,0,1
12732,60,1,233.21,12,60,233.21,0.0,0,1,0
12733,114,4,2424.87,117,569,606.2175,42.61846235299126,0,1,2
12734,233,3,633.55,17,272,211.1833333333333,3.5355339059327378,0,1,2
12735,195,2,763.3199999999999,38,217,381.66,0.0,0,1,0
12736,213,1,218.75,4,213,218.75,0.0,0,1,0
12737,379,2,29.9,2,379,14.95,0.0,0,1,0
12738,252,1,152.29999999999998,11,252,152.29999999999998,0.0,0,1,0
12739,266,2,1330.59,51,274,665.295,0.0,0,0,2
12741,409,2,251.02,16,413,125.51,0.0,0,1,0
12742,506,1,1141.04,67,506,1141.04,0.0,0,1,0
12743,14,2,538.13,114,14,269.065,0.0,0,1,3
12744,25,9,11930.35,232,471,1325.5944444444444,63.06459273746923,0,0,1
12745,367,3,738.8,21,562,246.26666666666665,14.849242404917495,1,1,2
12746,421,1,254.55,17,421,254.55,0.0,1,1,0
12747,45,22,7103.17,79,612,322.87136363636364,17.467520880602542,1,0,1
12748,4,247,29552.05,1784,615,119.64392712550608,3.7781606757679977,1,0,1
12749,11,7,5496.71,219,401,785.2442857142858,71.94349634724925,1,0,1
12750,9,1,275.88,15,9,275.88,0.0,0,1,3
12751,325,1,268.27,61,325,268.27,0.0,0,1,0
12753,16,5,16620.91,114,243,3324.182,40.38976768110128,0,0,1
12754,116,3,1212.1799999999998,49,189,404.06,7.071067811865476,0,1,2
12755,161,11,1809.06,34,574,164.46,46.11447109578993,0,1,2
12757,23,7,1741.48,89,91,248.78285714285715,16.334013591276335,0,0,3
12758,157,6,8681.84,168,618,1446.9733333333334,59.67830426545312,0,0,2
12759,52,7,4540.72,188,616,648.6742857142857,46.09446821474351,0,0,1
12760,336,1,347.7,21,336,347.7,0.0,0,1,0
12761,338,2,772.75,27,345,386.375,0.0,0,1,0
12763,18,2,494.08,16,249,247.04,0.0,0,1,3
12764,197,1,1693.88,45,197,1693.88,0.0,0,1,2
12765,352,6,1404.23,49,522,234.03833333333333,15.469324484281788,0,1,2
12766,29,7,6568.35,217,288,938.3357142857144,26.483328088944308,0,0,1
12767,256,1,949.82,43,256,949.82,0.0,0,1,0
12768,331,1,168.69000000000003,10,331,168.69000000000003,0.0,0,1,0
12769,119,1,1143.6,32,119,1143.6,0.0,0,1,0
12770,91,2,3246.45,19,337,1623.225,0.0,0,1,2
12771,366,1,256.2,15,366,256.2,0.0,0,1,0
12773,444,1,124.25,6,444,124.25,0.0,0,1,0
12774,416,1,98.65,6,416,98.65,0.0,0,1,0
12775,70,6,1462.36,45,289,243.72666666666663,26.235472170326958,0,0,2
12776,548,1,42.45,4,548,42.45,0.0,0,1,0
12777,338,1,517.45,26,338,517.45,0.0,1,1,0
12778,63,7,1444.96,66,483,206.42285714285717,47.685427543433015,0,0,2
12779,70,13,5492.16,123,617,422.4738461538461,33.30972648923853,0,0,1
12780,479,1,337.35,20,479,337.35,0.0,0,1,0
12781,165,1,549.26,15,165,549.26,0.0,0,0,0
12782,30,10,4024.69,135,399,402.469,31.721881687216754,0,0,1
12784,409,1,1138.98,72,409,1138.98,0.0,0,0,0
12785,244,3,992.05,42,611,330.68333333333334,16.97056274847714,0,1,2
12786,490,1,728.3000000000001,18,490,728.3000000000001,0.0,0,1,0
12787,73,2,553.52,28,293,276.76,0.0,0,0,3
12788,343,4,444.7,20,408,111.175,14.742229591663987,0,1,2
12789,393,2,178.4,2,574,89.2,0.0,0,0,0
12790,72,2,587.7,36,290,293.85,0.0,0,1,3
12791,254,6,746.53,17,504,124.42166666666668,88.51384072561758,0,1,2
12792,137,2,774.81,39,415,387.405,0.0,0,1,2
12793,215,3,820.28,34,281,273.4266666666667,4.242640687119285,0,1,2
12796,508,1,380.9,7,508,380.9,0.0,0,1,0
12797,246,2,512.9300000000001,27,304,256.46500000000003,0.0,0,1,0
12798,51,2,1502.21,27,302,751.105,0.0,0,0,3
12799,409,1,217.35,15,409,217.35,0.0,0,1,0
12800,350,3,545.1,31,557,181.7,145.6639969244288,0,1,0
12801,381,1,896.5699999999999,50,381,896.5699999999999,0.0,0,1,0
12802,67,7,2396.68,108,444,342.3828571428571,97.2332247742509,0,1,2
12803,273,1,1092.56,55,273,1092.56,0.0,0,1,0
12804,346,2,325.37,60,380,162.685,0.0,0,1,0
12805,262,4,1410.35,44,555,352.5875,27.53785273643051,0,1,2
12806,315,4,2222.21,58,469,555.5525,30.43572462310259,0,1,2
12807,263,1,278.25,16,263,278.25,0.0,0,1,0
12808,65,4,561.35,35,343,140.3375,81.74554014338234,0,0,3
12809,58,3,1533.84,75,527,511.28,216.3746750430836,0,1,3
12810,415,2,534.99,32,557,267.495,0.0,0,1,0
12811,141,5,969.65,47,308,193.93,40.41451884327381,0,1,2
12813,382,3,1684.6,37,573,561.5333333333333,26.87005768508881,0,1,2
12815,28,2,938.21,38,78,469.105,0.0,0,1,3
12816,56,1,243.55,15,56,243.55,0.0,0,0,0
12817,161,3,615.83,16,315,205.27666666666667,59.39696961966999,0,1,2
12818,142,1,1230.23,14,142,1230.23,0.0,0,1,0
12819,338,1,540.52,19,338,540.52,0.0,1,1,0
12820,207,8,1917.64,91,614,239.705,27.57241547703239,1,0,2
12821,94,2,220.8,13,491,110.4,0.0,1,1,0
12823,7,17,5966.0,1,559,350.94117647058823,36.04603538069987,1,0,1
12825,401,2,510.63,20,522,255.315,0.0,1,1,0
12826,59,9,2144.65,86,602,238.29444444444445,70.49607385217583,1,0,2
12828,10,1,227.0,12,10,227.0,0.0,1,0,3
12829,217,3,314.3,17,430,104.76666666666668,117.37972567696688,1,1,0
12830,14,4,3336.32,13,52,834.08,11.135528725660045,1,0,3
12831,142,3,451.11,16,343,150.37,141.4213562373095,1,1,2
12833,25,1,417.38,24,25,417.38,0.0,1,1,3
12834,163,1,312.38,18,163,312.38,0.0,1,1,0
12835,308,41,5996.83,138,617,146.2641463414634,5.356460273974471,1,1,1
12836,17,14,5987.9,252,618,427.70714285714286,25.93309933320044,1,0,1
12837,53,2,650.66,83,449,325.33,0.0,1,1,3
12838,254,9,2692.75,177,473,299.19444444444446,25.72241934855384,1,0,2
12839,13,19,6381.07,132,613,335.8457894736842,23.822601450498244,1,0,1
12840,24,7,4041.97,109,554,577.4242857142857,75.20749076166992,1,1,1
12841,9,31,5677.19,251,399,183.13516129032257,8.795570985758527,1,0,1
12842,189,3,1059.68,27,618,353.2266666666667,167.58430714121175,1,0,2
12843,40,29,6359.72,129,607,219.3006896551724,25.150446786189978,1,0,1
12844,10,3,497.52,68,474,165.84,113.1370849898476,1,0,3
12845,147,4,354.09,26,170,88.5225,10.11599393699568,1,1,2
12846,562,1,14.95,1,562,14.95,0.0,1,1,0
