Customer ID,Recency,Frequency,Monetary,distinct_products,tenure_days,avg_order_value,purchase_interval_std,is_uk,churned,cluster,churn_probability,predicted_clv_6m,predicted_purchases_6m,frequency,recency,T,expected_value_at_risk
17450,14,23,49972.98,106,318,2172.738260869565,16.040600543647543,1,0,1,0.05275457262214678,17186.61264977391,8.02078627418882,17.0,304.0,319.0,906.6724051612042
13798,3,93,64803.76,154,611,696.814623655914,4.802949404414589,1,0,1,0.05470523591075995,16436.081689191447,21.420372296133095,81.0,608.0,612.0,899.13972625574
15749,115,3,4383.36,5,212,1461.12,68.58935777509511,1,1,2,0.47908970982113924,1808.8813864251442,0.876047013922054,1.0,97.0,213.0,866.6164585232824
14088,9,10,38070.13,297,301,3807.013,45.52746423863292,1,0,1,0.0666760066743716,12879.29708961632,3.6160366153435493,7.0,293.0,302.0,858.7400987084725
12357,268,2,11244.94,165,269,5622.47,0.0,0,0,2,0.4507655958181447,1858.1540054884872,0.34206762070012187,0.0,0.0,269.0,837.59189740589
12378,10,2,5317.08,281,442,2658.54,0.0,0,1,3,0.39860632282307923,2070.1805912107334,0.5332366271497786,1.0,433.0,443.0,825.1870730422186
16422,1,95,48004.57,111,577,505.3112631578948,5.0247272343337706,1,0,1,0.06293685341273454,12853.216804059524,21.758654127856847,78.0,576.0,577.0,808.9410218791907
13850,9,1,1595.48,93,9,1595.48,0.0,1,1,3,0.358936818344947,2243.971660525353,1.455149304197528,0.0,0.0,10.0,805.4440482851977
12435,148,5,9369.43,81,617,1873.886,34.7754702819866,0,0,2,0.307565609092162,2475.506393852828,1.1267558396029596,4.0,470.0,618.0,761.3806318368866
12497,281,2,4293.63,30,525,2146.815,0.0,0,0,2,0.5952676862054279,1265.6156965556615,0.40575706153788677,1.0,244.0,525.0,753.3801273139596
17949,1,99,44928.77,52,618,453.8259595959596,9.445426091949976,1,0,1,0.06565506766245166,11182.944559463582,14.991362352662106,57.0,616.0,618.0,734.2169817170271
12409,63,5,18407.38,165,445,3681.476,103.23234312300902,0,0,1,0.1666511008565665,4377.60791719331,1.5448781884330038,4.0,383.0,446.0,729.5331785186863
14298,3,74,72870.57,1192,608,984.7374324324326,11.407226207156944,1,0,1,0.03968939893453847,18311.727295262805,9.906364100114885,37.0,605.0,609.0,726.7814498021626
14439,200,5,9363.04,105,567,1872.608,59.10724715859018,0,1,2,0.3729285595338032,1924.003085755277,1.1443396159977801,4.0,368.0,568.0,717.5156993093079
12405,29,1,1509.99,54,29,1509.99,0.0,0,1,3,0.40832419020756255,1709.4825278129254,1.1713968095981377,0.0,0.0,29.0,698.0230688431898
12477,119,5,11633.6,249,503,2326.7200000000003,26.209095113465224,0,0,2,0.21995645663040683,3150.854157820553,1.3528536173423122,4.0,384.0,504.0,693.0507159133936
16118,533,1,4338.09,41,533,4338.09,0.0,1,1,2,0.8400957802759601,808.2216131490069,0.19285442201488243,0.0,0.0,533.0,678.9835667343101
15769,35,35,37122.44,18,609,1060.641142857143,13.946197866716629,1,0,1,0.0695873620869672,9140.652245122692,8.200157050687123,31.0,573.0,609.0,636.0738774924024
16191,143,19,12227.34,76,609,643.5442105263159,47.61889145632657,1,0,1,0.22605191909425548,2795.7136849309127,2.67534539387536,11.0,466.0,609.0,631.9764437167055
12451,98,5,8904.18,259,409,1780.836,59.472682804797024,0,0,2,0.2256092344124133,2781.75354096487,1.2679233729113353,3.0,311.0,410.0,627.589286701104
14680,2,55,50575.37,220,616,919.552181818182,9.635585831989998,1,0,1,0.04874377731246301,12785.418922363593,12.42211926019572,47.0,614.0,616.0,623.2096127982418
15032,136,8,9901.25,39,609,1237.65625,49.82779870523605,1,1,2,0.26300182775588177,2307.700576653075,1.6308084545921746,6.0,473.0,610.0,606.929469573061
15497,200,8,8336.59,65,601,1042.07375,33.57011142299621,1,0,2,0.32342750356488,1867.2079549616074,1.673358087719561,7.0,402.0,602.0,603.9064075097175
12356,126,5,6151.38,104,305,1230.276,29.37544325906703,0,0,2,0.24395540550235206,2437.490763012855,1.8985811406839685,4.0,179.0,305.0,594.6390474990386
12830,14,4,3336.32,13,52,834.08,11.135528725660045,1,0,3,0.17994205812908082,3276.7517735537913,3.647198235178501,2.0,37.0,52.0,589.625458111385
12931,7,51,35188.22,36,619,689.9650980392157,16.79733943947368,1,0,1,0.06452733209424762,8917.251214812677,9.494876289760908,36.0,611.0,619.0,575.4064305060506
16152,149,1,1817.04,29,149,1817.04,0.0,1,1,2,0.6115490075134252,927.8012548370583,0.5284523289685921,0.0,0.0,149.0,567.3959365653135
12700,36,2,2115.5,110,95,1057.75,0.0,0,0,3,0.3442873717673825,1625.3889761062132,1.5845061863805636,1.0,59.0,96.0,559.600898683285
17841,1,159,45840.64,1899,617,288.30591194968554,2.166430461968531,1,0,1,0.04848774881859674,11452.262334081128,38.44524952175896,147.0,617.0,618.0,555.2944194596022
13081,24,25,47308.63,676,611,1892.3452,20.598605201126706,1,0,1,0.046975684493518265,11669.211947150514,5.630612677506788,21.0,588.0,612.0,548.1692187173364
12511,309,1,3077.02,190,309,3077.02,0.0,0,1,2,0.5992834192253523,910.0900694138246,0.30614033512250377,0.0,0.0,309.0,545.401888601355
16705,25,31,37097.971,352,610,1196.708741935484,22.621447457169296,1,0,1,0.060936742545442436,8823.922035268597,4.8535278015707295,18.0,586.0,611.0,537.7010653042189
17404,3,18,25882.96,110,582,1437.9422222222222,25.441252975063485,0,0,1,0.07475412205826487,7089.412364113836,4.819883117287182,17.0,578.0,582.0,529.9627971883378
14842,72,2,1408.43,77,188,704.215,0.0,1,0,3,0.3897267600538992,1358.0826753685017,1.0029623747513199,1.0,117.0,189.0,529.2811609566976
13680,218,10,10092.14,280,615,1009.214,55.70682184436661,1,0,2,0.30204483952382827,1750.1276664460752,1.717399365452185,9.0,398.0,616.0,528.6170301579168
16652,93,12,13754.72,108,513,1146.2266666666667,38.13421274679972,1,0,1,0.14241152609332747,3698.142816838341,2.7945170957542875,9.0,420.0,513.0,526.658162257025
18087,171,16,10272.54,43,619,642.0337499999999,33.26903322052764,1,0,1,0.26523973753067837,1977.5654229088468,2.482324775401964,12.0,448.0,619.0,524.5289337220875
12560,23,1,1290.31,76,23,1290.31,0.0,0,0,3,0.3402601840175386,1539.6318016024602,1.234606711412103,0.0,0.0,24.0,523.8754001325076
15089,8,1,1221.56,69,8,1221.56,0.0,1,0,3,0.29908736156133947,1740.3465268634952,1.4740104230128395,0.0,0.0,9.0,520.5156509220436
13098,8,16,13761.36,110,197,860.085,9.884090150096675,1,0,1,0.05882881581479732,8730.893503960848,10.322624114417176,15.0,190.0,198.0,513.6281258431231
12397,15,1,1202.46,70,15,1202.46,0.0,0,0,3,0.32450216166924634,1570.7397954114258,1.3515314156414653,0.0,0.0,16.0,509.7084590309174
12501,217,1,2142.99,149,217,2142.99,0.0,0,1,2,0.6070481358239725,835.8859776969696,0.4037099946372009,0.0,0.0,217.0,507.42302452234406
17389,1,51,33798.83,57,616,662.7221568627451,17.596393415256713,1,0,1,0.06014028682956782,8411.202238367356,11.376988520616212,43.0,614.0,616.0,505.85211519691563
13952,98,14,12819.521,238,604,915.6800714285716,38.91773045270939,1,1,1,0.16770875967476154,3012.2072698545862,2.684855864130459,10.0,506.0,604.0,505.1735451106124
12748,4,247,29552.05,1784,615,119.64392712550608,3.7781606757679977,1,0,1,0.06774013028685022,7428.50464357368,40.334699896926566,154.0,611.0,616.0,503.207872392153
13802,19,19,25437.67,212,542,1338.8247368421053,27.048975189894524,1,1,1,0.06857641573307198,7281.919564311041,5.114216072909958,17.0,523.0,542.0,499.36794337698433
12758,157,6,8681.84,168,618,1446.9733333333334,59.67830426545312,0,0,2,0.3031867752012058,1634.4799478303664,1.35380198546243,5.0,462.0,619.0,495.5527045137239
13408,1,82,38250.522,269,616,466.4697804878048,6.606814663663569,1,0,1,0.05056163108982357,9626.841406420937,15.298909728783125,58.0,615.0,616.0,486.7488037516937
12433,246,5,7205.39,163,357,1441.078,17.173137938847013,0,0,2,0.357681678403833,1350.2151351850712,0.7897234831225943,4.0,110.0,357.0,482.94721575925456
12534,11,1,1066.88,63,11,1066.88,0.0,0,1,3,0.3237290446345562,1481.5628602801773,1.4367723410412958,0.0,0.0,11.0,479.6249293245423
12456,11,2,1989.85,77,135,994.925,0.0,0,0,3,0.3190551318076393,1496.634676406618,1.3227563319437314,1.0,123.0,135.0,477.50897394879706
17444,28,3,2373.81,132,53,791.27,12.020815280171307,0,1,3,0.2241930783562324,2128.274239395036,3.5258505584960482,2.0,25.0,53.0,477.14435331624225
13124,132,3,3376.8,163,265,1125.6,57.27564927611035,1,0,2,0.32590328602640056,1457.2022526395774,1.20025511892975,2.0,133.0,266.0,474.9070025403114
13507,26,1,1242.38,82,26,1242.38,0.0,1,0,3,0.32655555595240204,1451.0951527480795,1.2085103376713442,0.0,0.0,26.0,473.86318434548485
12764,197,1,1693.88,45,197,1693.88,0.0,0,1,2,0.6649682820285633,709.9690160301794,0.4338029219507421,0.0,0.0,197.0,472.1068768830979
13881,21,31,31564.18,165,525,1018.1993548387096,16.489495088566603,1,0,1,0.05478704492511569,8499.886558837647,6.437549758140268,21.0,504.0,526.0,465.68366675742516
16772,303,3,3670.05,54,602,1223.35,181.01933598375612,1,1,2,0.5959613941316556,780.0974644930548,0.5775980131778695,2.0,298.0,602.0,464.9079724978506
13486,8,2,819.61,52,35,409.805,0.0,1,0,3,0.2950599711601874,1564.9020467812522,2.5533045786149113,1.0,27.0,36.0,461.7399527917945
13224,31,1,1198.34,42,31,1198.34,0.0,1,0,3,0.3500713034713143,1316.2561212346577,1.136522750562148,0.0,0.0,32.0,460.78349606271297
15039,9,80,35567.81,523,610,444.597625,4.63745668917557,1,0,1,0.05010200412110875,9058.950339286228,18.81885413199186,71.0,601.0,610.0,453.87156723183807
17230,144,18,9386.49,141,611,521.4716666666667,48.962020094811294,1,1,1,0.2263587058678008,2000.9063551702116,2.9590967562006307,13.0,467.0,612.0,452.92257311898726
12668,139,9,10169.0,258,557,1129.888888888889,40.79128058088605,0,0,2,0.19975773538618394,2266.8455477205216,2.2155147009647105,8.0,418.0,558.0,452.81993308290515
15004,27,1,1218.77,154,27,1218.77,0.0,1,1,3,0.3232837029813041,1394.0592418721365,1.1835086357828426,0.0,0.0,28.0,450.6766338877337
14154,119,8,6264.65,236,576,783.08125,70.93994777610278,1,1,2,0.2723005458482915,1639.0217890423648,1.4739975021223268,5.0,456.0,576.0,446.30652781347925
12939,18,16,17834.82,24,577,1114.67625,33.16667863124934,1,0,1,0.09167061908631323,4847.376187074096,3.737181270422233,13.0,558.0,577.0,444.3619760133349
18251,325,8,10991.48,77,598,1373.935,49.70867510759446,1,0,2,0.4043257082949871,1086.9820366378403,0.7129505320754,6.0,272.0,598.0,439.4947818675224
13572,86,1,1384.25,32,86,1384.25,0.0,1,1,3,0.440400858459767,991.743071490527,0.7414130171124985,0.0,0.0,86.0,436.76450005595416
12671,486,1,2582.161,45,486,2582.161,0.0,0,1,2,0.8347715762234227,520.6234868217682,0.2087053198978579,0.0,0.0,487.0,434.60168871314175
14146,135,9,7125.83,248,575,791.7588888888889,63.60312211564101,1,0,2,0.246741837978368,1759.6658372754987,1.7084408409625784,6.0,441.0,576.0,434.18318291710034
17044,255,11,10925.82,91,613,993.2563636363636,36.1817940713589,1,0,2,0.3326802739015961,1304.0290933358522,1.2202756614674968,9.0,358.0,613.0,433.82475594662134
13186,9,1,988.34,51,9,988.34,0.0,1,0,3,0.30531647756432373,1408.0799030422304,1.4740104230128395,0.0,0.0,9.0,429.9099961259683
12770,91,2,3246.45,19,337,1623.225,0.0,0,1,2,0.4987407095076257,861.0865046043878,0.6485915055009256,1.0,246.0,337.0,429.45889425383376
12578,210,3,3148.53,109,324,1049.51,2.8284271247461903,0,0,2,0.4532489198358385,946.9927003174787,0.8873004029278858,2.0,113.0,324.0,429.22341851132114
14305,15,1,1044.15,62,15,1044.15,0.0,1,0,3,0.31393207085634284,1363.9438795293318,1.3515314156414653,0.0,0.0,16.0,428.1857266324773
13075,10,1,919.61,22,10,919.61,0.0,1,1,3,0.32885271225204493,1293.3905650561082,1.455149304197528,0.0,0.0,10.0,425.33499531990617
14105,119,5,5988.83,200,601,1197.766,66.33752080585064,1,1,2,0.2803152502474939,1514.9434439925076,1.1692119092361521,4.0,482.0,602.0,424.66175061356
12471,36,65,28806.83,205,613,443.182,11.546275081339791,0,0,1,0.0606235459705192,6985.946476732621,9.670089787107402,37.0,577.0,613.0,423.5128473797867
14258,32,23,26964.08,94,616,1172.3513043478265,15.323425181967616,1,0,1,0.06388389994962422,6624.273664643779,5.064482327202156,19.0,584.0,616.0,423.1844360310337
16013,18,65,24790.98,37,612,381.3996923076923,11.839525123869208,1,0,1,0.06787692656998577,6204.831449903527,10.34286530393431,39.0,594.0,612.0,421.16488870424
14091,534,2,5460.08,13,578,2730.04,0.0,1,1,2,0.825893480115861,509.19390815179327,0.18525715917645963,1.0,44.0,579.0,420.5399288572806
12517,6,2,1506.2,173,70,753.1,0.0,0,0,3,0.2910611007955036,1441.0946712179677,1.9257980588136596,1.0,64.0,71.0,419.44660135523606
14885,12,3,1598.12,24,346,532.7066666666666,181.7264427649427,1,1,3,0.5812779796396461,721.5532318355733,1.0870846958403049,2.0,334.0,346.0,419.42300480383926
13777,9,52,30768.82,44,618,591.7080769230769,10.241821222848229,1,0,1,0.06398633384391121,6541.78203978195,10.023579892071345,38.0,608.0,618.0,418.5846495315903
13501,168,3,2885.11,90,450,961.7033333333334,81.31727983645297,0,1,2,0.46107884179319586,901.5319707824248,0.8076447500835654,2.0,282.0,451.0,415.6773169278977
12731,24,13,18040.45,114,528,1387.7269230769232,24.71841418861655,0,0,1,0.0832798819884753,4970.600862829129,3.4383353226638005,11.0,503.0,528.0,413.9510532682234
14935,177,2,2678.88,25,500,1339.44,0.0,0,1,2,0.5766501795944777,717.4063386913015,0.45318170963750837,1.0,322.0,500.0,413.6924940485557
12424,43,4,3340.03,78,428,835.0075,130.0320473319302,0,1,2,0.32487174734987656,1267.5502369449812,0.8996215189303737,2.0,386.0,429.0,411.7912603300661
13329,247,7,4323.97,60,615,617.71,89.94887436760952,1,0,2,0.41849095105861495,983.1715621290743,1.0154458934964263,4.0,369.0,616.0,411.44840208918043
12754,116,3,1212.1799999999998,49,189,404.06,7.071067811865476,0,1,2,0.4823312760925152,851.7428035474607,1.490370371651071,2.0,73.0,189.0,410.8221933376632
13505,47,3,2307.57,110,113,769.19,10.606601717798211,0,0,3,0.2556363102677261,1605.338294029141,2.3475616736217453,2.0,66.0,113.0,410.3827582170956
12818,142,1,1230.23,14,142,1230.23,0.0,0,1,0,0.6324592492839849,648.8446064060041,0.5458410454795876,0.0,0.0,142.0,410.367772669504
17672,189,6,3674.36,128,562,612.3933333333333,82.02743443507178,1,0,2,0.39493400705889464,1035.7054067043512,1.1658274927983527,4.0,373.0,563.0,409.03528640231156
12678,30,16,21852.85,182,581,1365.803125,31.73206279969536,0,0,1,0.07551935685959242,5408.0770308337915,3.9692452103561537,14.0,552.0,582.0,408.4144992157021
16180,7,12,14525.07,171,414,1210.4225,63.553699556144856,1,0,1,0.08619046214415232,4729.435114380024,3.516218641306262,9.0,407.0,415.0,407.6321981891962
12539,142,6,10137.04,247,596,1689.506666666667,107.26742282724985,0,0,2,0.28825124247985173,1406.4235391675622,1.1624334448045934,4.0,454.0,597.0,405.40333261796025
12385,259,1,1937.5,65,259,1937.5,0.0,0,1,2,0.6149132384326264,657.6955592751133,0.35134867111311174,0.0,0.0,260.0,404.4257062566173
16210,93,26,15430.8,117,617,593.4923076923077,26.0114077537786,1,0,1,0.11697480257851284,3444.3713715400495,5.027539809737415,21.0,524.0,618.0,402.9046611929788
17829,179,5,4756.74,121,535,951.348,71.19632481151444,0,1,2,0.39341992564455436,1022.5326720639275,1.221880448834989,4.0,357.0,536.0,402.2847278125179
17084,276,1,2253.22,132,276,2253.22,0.0,1,0,2,0.551592955113714,727.5756072314272,0.33422112410782834,0.0,0.0,277.0,401.3255792614378
12557,38,7,10531.08,15,603,1504.44,48.25246107713056,0,0,1,0.15829943974351032,2529.7992224827285,1.7284540692150125,6.0,564.0,603.0,400.46579958258394
15481,281,1,1993.34,38,281,1993.34,0.0,0,1,2,0.6302063961820139,634.5609262850611,0.3294977793839504,0.0,0.0,282.0,399.90435451202893
13340,14,9,16534.44,166,535,1837.16,60.76991149291845,1,0,1,0.09856413444814847,4049.272004889565,1.9285098170216648,6.0,521.0,536.0,399.1129903070588
15077,375,2,2428.08,28,610,1214.04,0.0,1,1,2,0.7784819994474561,512.2430370165333,0.33581125234584247,1.0,236.0,611.0,398.77198365966814
17997,13,4,1250.27,70,44,312.5675,8.326663997864532,1,0,3,0.24231819007244806,1637.8537827294379,5.39824392104116,3.0,31.0,45.0,396.88176423430997
13615,199,8,5975.4800000000005,259,560,746.9350000000001,27.23006041998788,1,1,2,0.32362464507323246,1225.9211946001428,1.7132582653221937,7.0,362.0,561.0,396.73831149022436
16871,91,4,2029.82,104,151,507.455,22.9128784747792,1,0,2,0.30185120663760895,1312.9668866760617,1.7968192027700594,2.0,60.0,151.0,396.320639018394
12769,119,1,1143.6,32,119,1143.6,0.0,0,1,0,0.5844585282156387,676.3604745926106,0.6120725346721257,0.0,0.0,119.0,395.3046475236281
12625,92,4,5074.53,144,477,1268.6325,54.04936015655813,0,1,2,0.2627511499029554,1504.447613052877,1.1255130308799342,3.0,385.0,477.0,395.2953402983999
13344,158,1,1320.05,68,158,1320.05,0.0,1,0,0,0.6084383305354337,647.514920152749,0.5076671484436941,0.0,0.0,158.0,393.9728970145233
15786,298,2,3442.62,166,417,1721.31,0.0,1,0,2,0.5299078700043386,742.1808630836956,0.43982598301602094,1.0,119.0,417.0,393.2874803146628
15069,59,1,1107.53,70,59,1107.53,0.0,1,1,3,0.41272378363175516,952.6253153634851,0.8900581506135163,0.0,0.0,60.0,393.17112454021157
15980,134,5,4873.8,83,436,974.76,111.46112924842156,1,0,2,0.34190049165756786,1148.3329697244367,0.8489476540334013,2.0,302.0,437.0,392.6156069353799
13517,60,1,1101.86,76,60,1101.86,0.0,1,0,3,0.41378443677396676,947.7483499195597,0.8900581506135163,0.0,0.0,60.0,392.16351717492137
16749,471,2,4134.68,53,604,2067.34,0.0,1,1,2,0.7923171712354554,493.74119448522464,0.2776647348189271,1.0,133.0,605.0,391.199626536948
15321,172,10,5117.89,206,555,511.789,56.27116885621307,1,0,2,0.29556527915779696,1316.5641854380542,1.4420134244636595,5.0,383.0,555.0,389.13066099815603
14145,37,6,6709.05,11,491,1118.175,90.14821129673068,1,0,1,0.2146681306907897,1810.829795158771,1.7532341237299596,5.0,454.0,491.0,388.72744712591896
16546,171,5,5204.51,75,322,1040.902,33.76758800980609,1,1,2,0.30919054191108,1255.4414093886053,1.3157402881163294,3.0,152.0,323.0,388.1706097064729
14606,3,164,26393.04,1210,617,160.93317073170732,2.2671330902013467,1,0,1,0.05853837279589976,6620.379234190059,39.7726334458252,152.0,613.0,617.0,387.54622766125107
16072,168,4,4152.09,414,429,1038.0225,75.36798613027506,1,1,2,0.39260534884416937,985.7756996338308,0.8360291026320849,2.0,261.0,430.0,387.02081243684523
14930,154,4,3772.9,166,487,943.225,78.1302331580633,0,0,2,0.39011032607070417,991.2437530027332,1.0627335328488854,3.0,332.0,487.0,386.6944236994448
14866,16,10,6476.59,36,351,647.659,71.26710321038733,1,0,1,0.1354866781043869,2828.435637444026,3.6118019430431745,8.0,334.0,351.0,383.2153487493551
15903,108,7,4454.72,39,575,636.3885714285715,72.10177991330497,1,0,2,0.3062270908765388,1248.0115552910631,1.7487462507158993,6.0,467.0,575.0,382.17494795708694
14045,218,15,9796.26,16,581,653.0840000000001,21.460543913306232,1,0,1,0.37106522062425434,1027.1150099103852,1.354685991108449,12.0,363.0,581.0,381.12665775888024
13791,8,2,1434.8,7,48,717.4,0.0,1,1,3,0.33675542454157675,1130.6125250077516,2.278112550386786,1.0,41.0,49.0,380.73990085100945
15838,2,26,19715.28,54,605,758.28,22.7499450548787,1,0,1,0.07434977873769506,5118.824507813272,6.251127701167236,23.0,603.0,605.0,380.5834695530076
13174,196,11,7229.55,564,615,657.2318181818182,34.010619256670736,1,0,2,0.2759721553623035,1372.4426715666339,1.9324297052908543,9.0,419.0,616.0,378.75596218344197
14607,141,9,7710.35,76,605,856.7055555555556,65.29698636668792,1,0,2,0.25955740115420817,1455.7019557974609,1.8661304049551686,7.0,463.0,605.0,377.83821650188696
13492,16,3,1269.84,38,95,423.28,19.091883092036785,0,1,3,0.2979641482665138,1267.2180233641186,2.703793660279944,2.0,78.0,95.0,377.5855389996648
15978,312,2,2176.64,72,524,1088.32,0.0,1,0,2,0.6198570697992976,606.0233253462719,0.39155422508103477,1.0,212.0,525.0,375.6478426791665
15372,17,8,5088.42,45,544,636.0525,120.05554270142356,1,1,1,0.25391648868320976,1479.0610708795173,1.6113459538174277,5.0,526.0,544.0,375.5579936657551
13734,389,4,2935.69,24,483,733.9225,46.11941023040082,1,1,2,0.6947152824140517,536.4674081669008,0.3911758046337455,2.0,94.0,483.0,372.6921069706028
12610,6,1,888.55,54,6,888.55,0.0,0,0,3,0.28666195222132074,1299.6339370293454,1.513264556909255,0.0,0.0,7.0,372.55560156191314
16102,9,1,839.76,31,9,839.76,0.0,1,0,3,0.31055140399005476,1196.3991939805567,1.4740104230128395,0.0,0.0,9.0,371.5434494232318
17353,9,4,2847.6,7,504,711.9,158.54442069443292,1,1,3,0.4151782175312609,894.2756849302061,1.1002701661837284,3.0,495.0,505.0,371.28378485087046
12354,112,1,1073.4,58,112,1073.4,0.0,0,1,0,0.5660716268831153,655.6197980922022,0.632099594960479,0.0,0.0,113.0,371.1277657228325
13328,196,1,1308.48,17,196,1308.48,0.0,1,1,0,0.6761113096760996,548.4333353573861,0.4338029219507421,0.0,0.0,197.0,370.80198063851384
15505,6,2,1446.18,30,35,723.09,0.0,1,0,3,0.2892095939178961,1281.4519281059881,2.5607348482855277,1.0,29.0,36.0,370.6081917528378
12744,25,9,11930.35,232,471,1325.5944444444444,63.06459273746923,0,0,1,0.09798544483391088,3765.3884580734466,1.8202598345195213,5.0,447.0,472.0,368.9532630368004
15950,240,7,5745.02,194,563,820.7171428571429,31.64648479689332,1,0,2,0.32927582430166435,1120.1478548378652,1.3361176221120703,6.0,323.0,563.0,368.83760824147913
12627,10,2,1187.88,63,20,593.94,0.0,0,0,3,0.2866992862636245,1283.096441957342,2.9682090713504303,1.0,11.0,21.0,367.86283411656603
12597,63,2,1281.26,72,148,640.63,0.0,0,0,3,0.39097564724771083,940.3499485609334,1.18031246167941,1.0,85.0,149.0,367.6539297779625
17675,2,60,29204.47,275,609,486.7411666666667,6.495243955277888,1,0,1,0.04924887449452086,7431.9999859440595,13.846600307197598,52.0,607.0,610.0,366.0176345510398
12709,15,29,26158.13,177,610,902.0044827586208,16.19927981938292,0,0,1,0.05616722095350774,6477.576721809151,6.177109145257162,23.0,595.0,611.0,363.82748297715295
17152,75,4,2016.5,9,306,504.125,81.34699338840578,1,1,2,0.37810883653812616,961.7657654431405,1.1656733083005442,2.0,231.0,306.0,363.65213459390617
14286,123,5,5870.85,218,616,1174.17,99.74300309629076,1,0,2,0.2941856171342103,1235.3693093515617,0.8956240556941215,3.0,493.0,616.0,363.42788266025235
12444,2,2,2387.92,96,51,1193.96,0.0,0,0,3,0.2883574724209262,1258.4733941327252,2.237426605467185,1.0,50.0,52.0,362.8902070410967
15808,186,21,17149.25,348,618,816.6309523809524,10.267347323073842,1,1,1,0.4133293893008514,877.153562466342,1.1134325272340968,20.0,432.0,619.0,362.55334629727935
16553,43,33,15587.69,195,546,472.3542424242424,26.400070258948546,1,1,1,0.08326692763516445,4354.031921118272,4.447719024512118,15.0,503.0,547.0,362.5468608969512
15171,211,1,1289.5,5,211,1289.5,0.0,1,1,0,0.705024188079341,511.8540081978122,0.41083337582002083,0.0,0.0,212.0,360.8694565448189
14733,25,13,13476.46,136,282,1036.6507692307691,17.393833808147487,1,0,1,0.06551175276612221,5505.204959993888,6.272580448117674,12.0,258.0,283.0,360.65562626594937
14245,100,2,1693.45,107,144,846.725,0.0,1,1,2,0.47143775946954825,764.4550360932154,1.1211688330826013,1.0,44.0,144.0,360.3929694309981
14936,55,6,7837.18,195,464,1306.1966666666667,55.28381318252206,0,0,1,0.14893467436536476,2414.380697522794,1.4985829598999634,4.0,408.0,464.0,359.58500297957954
14031,6,38,30985.76,262,616,815.4147368421053,11.723542188325228,1,0,1,0.04924500792323593,7301.096325964079,8.742852596473158,33.0,610.0,617.0,359.54254642040985
16732,283,3,3499.84,177,611,1166.6133333333337,62.932503525602726,1,0,2,0.4652679567889195,772.6538700844528,0.5860184858644365,2.0,328.0,612.0,359.4910874392446
16041,21,2,1904.6,5,21,952.3,0.0,1,0,3,0.30906843444896476,1161.4123399908162,1.2618719500724211,0.0,0.0,22.0,358.9558936706704
15187,10,4,1552.04,29,92,388.01,13.892443989449804,1,0,3,0.2551766421404958,1405.672525900169,3.84472279772752,3.0,83.0,93.0,358.6947951083542
